variant,experiment_id,episode_id,benchmark_episode_id,success,outcome,minimum_tcp_distance_m,control_ticks,simulation_steps,decision_rows,scene_fingerprint,intervention_count,baseline_success,paired_category_vs_baseline,paired_category_vs_other_controller
q95_symmetric,EXP-010,000140,140,False,FAILURE,0.21525222063064575,350,1400,35,16dcedc66ec7dcdac0d1ed3137ed9c8245c52de2e2dac2332ad457fdc6412514,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000141,141,False,FAILURE,0.41453009843826294,350,1400,35,8bc962c7ab754b7c9ce5fcb806a3b7fd2b9369e5c1e5c27dc879f71001025528,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000141,141,False,FAILURE,0.06039011850953102,350,1400,35,8bc962c7ab754b7c9ce5fcb806a3b7fd2b9369e5c1e5c27dc879f71001025528,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000141,141,False,FAILURE,0.4159534275531769,350,1400,35,8bc962c7ab754b7c9ce5fcb806a3b7fd2b9369e5c1e5c27dc879f71001025528,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000142,142,True,SUCCESS,0.02955613099038601,146,582,15,f4eeae9f219d55142faf9d724e0ec12cdefea26295bd0f3c6015e3e35f424498,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000142,142,True,SUCCESS,0.029551981016993523,153,609,16,f4eeae9f219d55142faf9d724e0ec12cdefea26295bd0f3c6015e3e35f424498,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000142,142,True,SUCCESS,0.029541702941060066,148,589,15,f4eeae9f219d55142faf9d724e0ec12cdefea26295bd0f3c6015e3e35f424498,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000143,143,False,FAILURE,0.07488692551851273,350,1400,35,d006869256d46001c2d1cfb56b04d7b0a5a4b9246739880b49e1a8599da2c84c,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000143,143,False,FAILURE,0.09078459441661835,350,1400,35,d006869256d46001c2d1cfb56b04d7b0a5a4b9246739880b49e1a8599da2c84c,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000143,143,False,FAILURE,0.08997191488742828,350,1400,35,d006869256d46001c2d1cfb56b04d7b0a5a4b9246739880b49e1a8599da2c84c,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000144,144,False,FAILURE,0.06506872177124023,350,1400,35,1686d8a1c6d3bf572b0db0236307b7f3a6f7192dfb0797925437e813a4bb9480,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000144,144,False,FAILURE,0.05652973800897598,350,1400,35,1686d8a1c6d3bf572b0db0236307b7f3a6f7192dfb0797925437e813a4bb9480,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000144,144,False,FAILURE,0.07334243506193161,350,1400,35,1686d8a1c6d3bf572b0db0236307b7f3a6f7192dfb0797925437e813a4bb9480,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000145,145,False,FAILURE,0.2647857069969177,350,1400,35,927cf608314feb9bdf3f55d1f67c38dc75cadcddcde0d5deed9af050fe643ad5,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000145,145,False,FAILURE,0.24582669138908386,350,1400,35,927cf608314feb9bdf3f55d1f67c38dc75cadcddcde0d5deed9af050fe643ad5,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000145,145,False,FAILURE,0.07451091706752777,350,1400,35,927cf608314feb9bdf3f55d1f67c38dc75cadcddcde0d5deed9af050fe643ad5,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000146,146,True,SUCCESS,0.029822269454598427,88,349,9,baccc4cd78c50915f42b6039b046a09041edb94ea8c4b8bdc16515471e4a6986,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000146,146,True,SUCCESS,0.02963455207645893,88,349,9,baccc4cd78c50915f42b6039b046a09041edb94ea8c4b8bdc16515471e4a6986,0,True,S_TO_S,C090_ONLY_SUCCEEDS
q95_symmetric,EXP-010,000146,146,False,FAILURE,0.04843459278345108,350,1400,35,baccc4cd78c50915f42b6039b046a09041edb94ea8c4b8bdc16515471e4a6986,0,True,S_TO_F_REGRESSION,C090_ONLY_SUCCEEDS
baseline,EXP-008,000147,147,False,FAILURE,0.09030450880527496,350,1400,35,e4932cf73d95ee3f065e65de4bcb86847329d027aea4381916b3578a4a43d4dd,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000147,147,False,FAILURE,0.0904436856508255,350,1400,35,e4932cf73d95ee3f065e65de4bcb86847329d027aea4381916b3578a4a43d4dd,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000147,147,False,FAILURE,0.09080474078655243,350,1400,35,e4932cf73d95ee3f065e65de4bcb86847329d027aea4381916b3578a4a43d4dd,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000148,148,False,FAILURE,0.3830259144306183,350,1400,35,6198161e29abd5e77b40885387809daee5db31d6a82bc32e50f447e4f5897c69,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000148,148,False,FAILURE,0.3514419198036194,350,1400,35,6198161e29abd5e77b40885387809daee5db31d6a82bc32e50f447e4f5897c69,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000148,148,False,FAILURE,0.3274591267108917,350,1400,35,6198161e29abd5e77b40885387809daee5db31d6a82bc32e50f447e4f5897c69,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000149,149,True,SUCCESS,0.029992299154400826,162,646,17,72d151681cd71ef4253e45bbb1d5b8616ed390dcd382b660906ec764a5db4267,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000149,149,False,FAILURE,0.03920256718993187,350,1400,35,72d151681cd71ef4253e45bbb1d5b8616ed390dcd382b660906ec764a5db4267,0,True,S_TO_F_REGRESSION,Q95_ONLY_SUCCEEDS
q95_symmetric,EXP-010,000149,149,True,SUCCESS,0.029857110232114792,161,644,17,72d151681cd71ef4253e45bbb1d5b8616ed390dcd382b660906ec764a5db4267,0,True,S_TO_S,Q95_ONLY_SUCCEEDS
baseline,EXP-008,000150,150,True,SUCCESS,0.029819156974554062,100,400,10,4556d8448e26510cda122466fbab7813adc89f97eec0c66aa2a34d2d9e01a33a,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000150,150,True,SUCCESS,0.029919952154159546,101,401,11,4556d8448e26510cda122466fbab7813adc89f97eec0c66aa2a34d2d9e01a33a,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000150,150,True,SUCCESS,0.029841147363185883,106,421,11,4556d8448e26510cda122466fbab7813adc89f97eec0c66aa2a34d2d9e01a33a,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000151,151,True,SUCCESS,0.029841216281056404,162,647,17,d1af2ce2c1c95fb4fe79d27aeb993cf13c82b35379a814c368db72cf3c19dd5c,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000151,151,True,SUCCESS,0.02992933616042137,166,661,17,d1af2ce2c1c95fb4fe79d27aeb993cf13c82b35379a814c368db72cf3c19dd5c,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000151,151,True,SUCCESS,0.02956564351916313,165,660,17,d1af2ce2c1c95fb4fe79d27aeb993cf13c82b35379a814c368db72cf3c19dd5c,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000152,152,True,SUCCESS,0.029819810763001442,168,670,17,9e00d3fb899b1b0854030d88558a601a1ab35294ff63bccf3197791f8393458e,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000152,152,True,SUCCESS,0.02932065725326538,168,670,17,9e00d3fb899b1b0854030d88558a601a1ab35294ff63bccf3197791f8393458e,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000152,152,True,SUCCESS,0.02988010086119175,167,666,17,9e00d3fb899b1b0854030d88558a601a1ab35294ff63bccf3197791f8393458e,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000153,153,True,SUCCESS,0.02991354838013649,125,499,13,7c60e7db8ef03d2955bd8edd5714d77e670a58dbbb73f92f788ef0914eedf5e2,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000153,153,True,SUCCESS,0.029822800308465958,124,496,13,7c60e7db8ef03d2955bd8edd5714d77e670a58dbbb73f92f788ef0914eedf5e2,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000153,153,True,SUCCESS,0.029834754765033722,125,499,13,7c60e7db8ef03d2955bd8edd5714d77e670a58dbbb73f92f788ef0914eedf5e2,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000154,154,True,SUCCESS,0.029444696381688118,145,580,15,d2ce222cb46017f20234dd10701b03889ac71e473ed410a94926b87462a4396d,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000154,154,True,SUCCESS,0.02959851734340191,146,583,15,d2ce222cb46017f20234dd10701b03889ac71e473ed410a94926b87462a4396d,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000154,154,True,SUCCESS,0.029974767938256264,146,581,15,d2ce222cb46017f20234dd10701b03889ac71e473ed410a94926b87462a4396d,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000155,155,True,SUCCESS,0.02960239350795746,197,788,20,62ca34d310092fbd6fd3b7338853a57e83783f924c465ba979322e450ecd2f59,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000155,155,True,SUCCESS,0.029199259355664253,198,789,20,62ca34d310092fbd6fd3b7338853a57e83783f924c465ba979322e450ecd2f59,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000155,155,True,SUCCESS,0.02944394014775753,198,789,20,62ca34d310092fbd6fd3b7338853a57e83783f924c465ba979322e450ecd2f59,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000156,156,False,FAILURE,0.04508626461029053,350,1400,35,5ab24eaa5d8f6e0764a88b5a6f1550730ec29c19d540d5ad8d91680ae7404e41,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000156,156,False,FAILURE,0.036226578056812286,350,1400,35,5ab24eaa5d8f6e0764a88b5a6f1550730ec29c19d540d5ad8d91680ae7404e41,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000156,156,False,FAILURE,0.03601888567209244,350,1400,35,5ab24eaa5d8f6e0764a88b5a6f1550730ec29c19d540d5ad8d91680ae7404e41,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000157,157,True,SUCCESS,0.029697434976696968,167,665,17,70f794187c7195ca9d48e101fae2150327fc87f2fb1dcbd617f1572c526ee916,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000157,157,True,SUCCESS,0.029871750622987747,167,665,17,70f794187c7195ca9d48e101fae2150327fc87f2fb1dcbd617f1572c526ee916,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000157,157,True,SUCCESS,0.029758956283330917,165,660,17,70f794187c7195ca9d48e101fae2150327fc87f2fb1dcbd617f1572c526ee916,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000158,158,True,SUCCESS,0.029933461919426918,167,667,17,7ed08bbbc48d46512ab05362855269ad3d4025f278859a092d11779190eba7d8,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000158,158,True,SUCCESS,0.02985451929271221,167,668,17,7ed08bbbc48d46512ab05362855269ad3d4025f278859a092d11779190eba7d8,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000158,158,True,SUCCESS,0.02982521615922451,168,669,17,7ed08bbbc48d46512ab05362855269ad3d4025f278859a092d11779190eba7d8,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000159,159,False,FAILURE,0.057217370718717575,350,1400,35,a657cb8e25db33a026ea19f6f9402680a5d2ca391a83d02872d9eb0dc05f1176,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000159,159,False,FAILURE,0.12646852433681488,350,1400,35,a657cb8e25db33a026ea19f6f9402680a5d2ca391a83d02872d9eb0dc05f1176,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000159,159,False,FAILURE,0.068672314286232,350,1400,35,a657cb8e25db33a026ea19f6f9402680a5d2ca391a83d02872d9eb0dc05f1176,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000160,160,True,SUCCESS,0.029210953041911125,168,671,17,2c39f0c084d7cbd8daa6bb4aad5c3cbec3544b0dbf487af099e2ce79f79a9cb9,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000160,160,True,SUCCESS,0.029198504984378815,169,676,17,2c39f0c084d7cbd8daa6bb4aad5c3cbec3544b0dbf487af099e2ce79f79a9cb9,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000160,160,True,SUCCESS,0.029712213203310966,169,673,17,2c39f0c084d7cbd8daa6bb4aad5c3cbec3544b0dbf487af099e2ce79f79a9cb9,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000161,161,True,SUCCESS,0.029617205262184143,172,685,18,44cb262295153ce4d6dd2c15d759f43d31b715b3ab660d46034928cfdcd7c0f4,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000161,161,True,SUCCESS,0.02959943376481533,177,707,18,44cb262295153ce4d6dd2c15d759f43d31b715b3ab660d46034928cfdcd7c0f4,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000161,161,True,SUCCESS,0.029597777873277664,170,680,17,44cb262295153ce4d6dd2c15d759f43d31b715b3ab660d46034928cfdcd7c0f4,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000162,162,False,FAILURE,0.31530916690826416,350,1400,35,6408910dab79e2381ea39a5c863ce8a71daa08ec624f94e8802bbdfa93c5abce,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000162,162,False,FAILURE,0.3248676359653473,350,1400,35,6408910dab79e2381ea39a5c863ce8a71daa08ec624f94e8802bbdfa93c5abce,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000162,162,False,FAILURE,0.32404324412345886,350,1400,35,6408910dab79e2381ea39a5c863ce8a71daa08ec624f94e8802bbdfa93c5abce,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000163,163,True,SUCCESS,0.02983514592051506,184,734,19,458a0ac925436bbf7b2b8bc5ed6b27d06dc2b627f81f5b8821237fc38c793521,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000163,163,True,SUCCESS,0.02983461134135723,184,734,19,458a0ac925436bbf7b2b8bc5ed6b27d06dc2b627f81f5b8821237fc38c793521,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000163,163,True,SUCCESS,0.02951306290924549,183,729,19,458a0ac925436bbf7b2b8bc5ed6b27d06dc2b627f81f5b8821237fc38c793521,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000164,164,False,FAILURE,0.34215280413627625,350,1400,35,f0a40b77b0530f533268378069e8bbae023657f474b3540b77b39c79266d3b64,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000164,164,False,FAILURE,0.33903267979621887,350,1400,35,f0a40b77b0530f533268378069e8bbae023657f474b3540b77b39c79266d3b64,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000164,164,False,FAILURE,0.3411608934402466,350,1400,35,f0a40b77b0530f533268378069e8bbae023657f474b3540b77b39c79266d3b64,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000165,165,False,FAILURE,0.055621132254600525,350,1400,35,bc4d827a4f2e130af29b6b1df9dff2778f23ab8a038cf703df0fd156b422a1b7,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000165,165,True,SUCCESS,0.029998481273651123,142,565,15,bc4d827a4f2e130af29b6b1df9dff2778f23ab8a038cf703df0fd156b422a1b7,0,False,F_TO_S_RESCUE,BOTH_SUCCEED
q95_symmetric,EXP-010,000165,165,True,SUCCESS,0.029658088460564613,143,569,15,bc4d827a4f2e130af29b6b1df9dff2778f23ab8a038cf703df0fd156b422a1b7,0,False,F_TO_S_RESCUE,BOTH_SUCCEED
baseline,EXP-008,000166,166,True,SUCCESS,0.02977980300784111,94,376,10,95b72b2fd1cd2185e04b557243cc1bff5b13544f4efc1c85b37cdf6c3a48d574,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000166,166,True,SUCCESS,0.029678160324692726,95,380,10,95b72b2fd1cd2185e04b557243cc1bff5b13544f4efc1c85b37cdf6c3a48d574,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000166,166,True,SUCCESS,0.029892895370721817,96,383,10,95b72b2fd1cd2185e04b557243cc1bff5b13544f4efc1c85b37cdf6c3a48d574,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000167,167,True,SUCCESS,0.02938481792807579,160,639,16,3d16a442a93865fede5b5d1a173b67817c3e2ec4ea68b9fe092494846ecbb6d5,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000167,167,True,SUCCESS,0.02975955791771412,161,644,17,3d16a442a93865fede5b5d1a173b67817c3e2ec4ea68b9fe092494846ecbb6d5,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000167,167,True,SUCCESS,0.029976457357406616,162,648,17,3d16a442a93865fede5b5d1a173b67817c3e2ec4ea68b9fe092494846ecbb6d5,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000168,168,True,SUCCESS,0.029774503782391548,126,503,13,1fa3797525808ad349f4e67fa85ebb603d8f7c780b652996991ce3c813e549c9,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000168,168,True,SUCCESS,0.029668575152754784,126,503,13,1fa3797525808ad349f4e67fa85ebb603d8f7c780b652996991ce3c813e549c9,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000168,168,True,SUCCESS,0.02972225286066532,126,502,13,1fa3797525808ad349f4e67fa85ebb603d8f7c780b652996991ce3c813e549c9,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000169,169,False,FAILURE,0.09458266198635101,350,1400,35,ba02e4a2a026f807cae5436dc37733235da8cbb5595a85da78742cc8943d872b,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000169,169,False,FAILURE,0.09491578489542007,350,1400,35,ba02e4a2a026f807cae5436dc37733235da8cbb5595a85da78742cc8943d872b,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000169,169,False,FAILURE,0.09476093202829361,350,1400,35,ba02e4a2a026f807cae5436dc37733235da8cbb5595a85da78742cc8943d872b,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000170,170,True,SUCCESS,0.02931853011250496,175,697,18,609a557ff5d5c6761ef80b6fcc1fd7316b68d49a7107a0db551d9afb214bb7c0,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000170,170,True,SUCCESS,0.02984267845749855,175,698,18,609a557ff5d5c6761ef80b6fcc1fd7316b68d49a7107a0db551d9afb214bb7c0,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000170,170,True,SUCCESS,0.029939712956547737,175,698,18,609a557ff5d5c6761ef80b6fcc1fd7316b68d49a7107a0db551d9afb214bb7c0,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000171,171,False,FAILURE,0.3529823422431946,350,1400,35,5a741515221567a296a129d64fc3e7ec06910574615d1445e632b9f7c299d485,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000171,171,False,FAILURE,0.3530177175998688,350,1400,35,5a741515221567a296a129d64fc3e7ec06910574615d1445e632b9f7c299d485,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000171,171,False,FAILURE,0.3529840409755707,350,1400,35,5a741515221567a296a129d64fc3e7ec06910574615d1445e632b9f7c299d485,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000172,172,True,SUCCESS,0.029602089896798134,179,716,18,3a8e86f2071ef14e7553dedacf88d785716d3d62769f347bb357a021eb82ef07,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000172,172,True,SUCCESS,0.029924508184194565,180,719,18,3a8e86f2071ef14e7553dedacf88d785716d3d62769f347bb357a021eb82ef07,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000172,172,True,SUCCESS,0.029642563313245773,180,719,18,3a8e86f2071ef14e7553dedacf88d785716d3d62769f347bb357a021eb82ef07,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000173,173,True,SUCCESS,0.029746027663350105,163,651,17,7bdeb5ff98ee6ddf3f7473e931b95e5ed53d63ba6eb95a5c21194ada190d5300,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000173,173,True,SUCCESS,0.029843058437108994,165,657,17,7bdeb5ff98ee6ddf3f7473e931b95e5ed53d63ba6eb95a5c21194ada190d5300,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000173,173,True,SUCCESS,0.02944684773683548,163,652,17,7bdeb5ff98ee6ddf3f7473e931b95e5ed53d63ba6eb95a5c21194ada190d5300,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000174,174,True,SUCCESS,0.029805729165673256,153,610,16,9a5fdb5817838043caf41a300382a9c3106db13c229fb921e622949f4e027b77,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000174,174,True,SUCCESS,0.029536878690123558,153,609,16,9a5fdb5817838043caf41a300382a9c3106db13c229fb921e622949f4e027b77,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000174,174,True,SUCCESS,0.02955726534128189,153,611,16,9a5fdb5817838043caf41a300382a9c3106db13c229fb921e622949f4e027b77,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000175,175,False,FAILURE,0.3129030764102936,350,1400,35,d19a6feda61a6b51b628e29fbd1f6e5d57ce861f9e4e06bb71b88b75aef25efd,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000175,175,False,FAILURE,0.3120534420013428,350,1400,35,d19a6feda61a6b51b628e29fbd1f6e5d57ce861f9e4e06bb71b88b75aef25efd,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000175,175,False,FAILURE,0.31212684512138367,350,1400,35,d19a6feda61a6b51b628e29fbd1f6e5d57ce861f9e4e06bb71b88b75aef25efd,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000176,176,False,FAILURE,0.35790690779685974,350,1400,35,41c08b2b45e575668f570df171ea3bfc5b4e254cc8e0837f441354eef01b2da2,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000176,176,False,FAILURE,0.3567081391811371,350,1400,35,41c08b2b45e575668f570df171ea3bfc5b4e254cc8e0837f441354eef01b2da2,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000176,176,False,FAILURE,0.3584560453891754,350,1400,35,41c08b2b45e575668f570df171ea3bfc5b4e254cc8e0837f441354eef01b2da2,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000177,177,True,SUCCESS,0.029350245371460915,178,710,18,d10786c860029cd7b64f55d3aa04871ebb7902fd4cc6c67165976265ae26aa2c,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000177,177,True,SUCCESS,0.029892873018980026,179,715,18,d10786c860029cd7b64f55d3aa04871ebb7902fd4cc6c67165976265ae26aa2c,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000177,177,True,SUCCESS,0.029477886855602264,178,709,18,d10786c860029cd7b64f55d3aa04871ebb7902fd4cc6c67165976265ae26aa2c,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000178,178,False,FAILURE,0.10007426887750626,350,1400,35,d6d1fea4ba208c8ed1259cda7e527d66f923b19348a638890bd3f3faedcdacc4,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000178,178,False,FAILURE,0.09185317158699036,350,1400,35,d6d1fea4ba208c8ed1259cda7e527d66f923b19348a638890bd3f3faedcdacc4,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000178,178,False,FAILURE,0.08847116678953171,350,1400,35,d6d1fea4ba208c8ed1259cda7e527d66f923b19348a638890bd3f3faedcdacc4,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000179,179,False,FAILURE,0.3847885727882385,350,1400,35,6e6f3216b4241a05f95eedf4edf6cf9957eac0bff169ab082055bbf4703862fb,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000179,179,False,FAILURE,0.38707149028778076,350,1400,35,6e6f3216b4241a05f95eedf4edf6cf9957eac0bff169ab082055bbf4703862fb,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000179,179,False,FAILURE,0.38502037525177,350,1400,35,6e6f3216b4241a05f95eedf4edf6cf9957eac0bff169ab082055bbf4703862fb,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000180,180,True,SUCCESS,0.029931610450148582,102,408,11,a65d97cb96997e43c8a46ffeb0d66c55071127bf258225e17a1a0b399cfc0765,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000180,180,True,SUCCESS,0.029648268595337868,101,404,11,a65d97cb96997e43c8a46ffeb0d66c55071127bf258225e17a1a0b399cfc0765,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000180,180,True,SUCCESS,0.029858596622943878,102,405,11,a65d97cb96997e43c8a46ffeb0d66c55071127bf258225e17a1a0b399cfc0765,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000181,181,True,SUCCESS,0.029783690348267555,125,499,13,1176207d6ed917a0980d931b7341ab9c5de7c5cdb9d135c1e271b878c79854b9,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000181,181,True,SUCCESS,0.029904065653681755,125,500,13,1176207d6ed917a0980d931b7341ab9c5de7c5cdb9d135c1e271b878c79854b9,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000181,181,True,SUCCESS,0.02954532951116562,125,498,13,1176207d6ed917a0980d931b7341ab9c5de7c5cdb9d135c1e271b878c79854b9,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000182,182,False,FAILURE,0.32288822531700134,350,1400,35,ca608fab77f8654ccf8a407e01b5a2f0e84fe32a6f12aa6c9de5869eaa61dbc8,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000182,182,True,SUCCESS,0.029425811022520065,179,713,18,ca608fab77f8654ccf8a407e01b5a2f0e84fe32a6f12aa6c9de5869eaa61dbc8,0,False,F_TO_S_RESCUE,C090_ONLY_SUCCEEDS
q95_symmetric,EXP-010,000182,182,False,FAILURE,0.32303452491760254,350,1400,35,ca608fab77f8654ccf8a407e01b5a2f0e84fe32a6f12aa6c9de5869eaa61dbc8,0,False,F_TO_F,C090_ONLY_SUCCEEDS
baseline,EXP-008,000183,183,False,FAILURE,0.38565438985824585,350,1400,35,3450a02b469ee9002a97a3144d62d7bf376cc21e0365473b86f240a721132678,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000183,183,False,FAILURE,0.38592657446861267,350,1400,35,3450a02b469ee9002a97a3144d62d7bf376cc21e0365473b86f240a721132678,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000183,183,False,FAILURE,0.3856383264064789,350,1400,35,3450a02b469ee9002a97a3144d62d7bf376cc21e0365473b86f240a721132678,0,False,F_TO_F,BOTH_FAIL
